measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.lo,network_rx_bytes.vtarget_1,network_rx_bytes.vinternal_1,network_rx_bytes.telemetry1_sb
16,0.5,python,1638818041957,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2362408,338137,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1119,0,366,813390,53,0,6,130,58087,78,78,1638818042035,68372,0,21478634,90
17,0.5,python,1638818043036,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2361528,343563,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1120,0,373,813596,53,0,7,130,58725,79,79,1638818043115,68372,0,21588042,90
18,0.5,python,1638818044116,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352344,351388,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1143,0,382,813781,53,0,7,133,59436,100,100,1638818044216,68372,0,25107366,90
19,0.5,python,1638818045217,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352244,356864,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1170,0,388,813976,53,0,7,134,60054,167,167,1638818045384,68372,0,34254271,90
20,0.5,python,1638818046385,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352444,362294,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1278,0,395,814092,53,0,7,143,60594,204,204,1638818046589,68372,0,34254271,90
21,0.5,python,1638818047591,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352560,367716,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1280,0,401,814302,53,0,7,145,61273,87,88,1638818047679,68372,0,40476782,90
22,0.5,python,1638818048680,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352268,373185,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1352,0,408,814452,53,0,8,145,61870,183,183,1638818048863,68372,0,45464167,90
23,0.5,python,1638818049865,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2351700,378635,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1414,0,416,814602,53,0,8,146,62510,81,81,1638818049946,68372,0,46027781,90
24,0.5,python,1638818050947,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352172,384106,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1431,0,422,814806,53,0,8,146,63118,163,163,1638818051110,68372,0,56653393,90
25,0.5,python,1638818052111,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352064,389552,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1541,0,428,814924,53,0,8,146,63632,192,192,1638818052303,68372,0,56653435,90
26,0.5,python,1638818053304,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2351468,394985,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1548,0,435,815129,53,0,8,147,64444,81,81,1638818053385,68372,0,65004659,90
27,0.5,python,1638818054387,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352012,400414,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1638,0,443,815258,53,0,8,151,64984,184,184,1638818054571,68476,0,68120993,90
28,0.5,python,1638818055571,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352576,405834,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1684,0,449,815423,53,0,9,153,65707,87,87,1638818055658,68476,0,71001105,90
29,0.5,python,1638818056659,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352132,411306,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1704,0,456,815627,53,0,9,157,66319,224,224,1638818056883,68476,0,79582656,90
30,0.5,python,1638818057884,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352324,416712,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1815,0,462,815751,53,0,9,165,66858,184,185,1638818058069,68476,0,79582656,90
31,0.5,python,1638818059070,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352228,422138,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1826,0,469,815955,53,0,9,167,67593,97,97,1638818059167,68476,0,85552547,90
32,0.5,python,1638818060168,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2352180,427584,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1889,0,477,816116,53,0,9,167,68224,177,177,1638818060345,68476,0,90534101,90
33,0.5,python,1638818061346,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2351224,433007,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1958,0,484,816258,53,0,9,168,68887,84,84,1638818061430,68476,0,90535673,90
34,0.5,python,1638818062432,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2351188,438459,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1958,0,492,816466,53,0,9,168,69564,87,87,1638818062519,68476,0,90557076,90
35,0.5,python,1638818063520,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2351404,443931,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1977,0,499,816655,53,0,9,169,70208,80,80,1638818063600,68476,0,91811389,90
36,0.5,python,1638818064602,5c512acf-1f72-49e2-bd25-16130e379483,0,1638813966,AWS Lambda,2021/12/06/[$LATEST]0627a2c946814595b79b15d9c7f17b2e,root_lambda,1769,us-east-1,,Linux 169.254.139.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2351124,449353,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1979,0,507,816863,53,0,9,169,70877,86,86,1638818064688,68476,0,100059350,90
0,0.5,python,1638818023995,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2542092,210234,Intel(R) Xeon(R) Processor @ 2.50GHz,63,342,0,232,516642,44,0,4,187,42754,146,146,1638818024141,69073,0,1820680,176
1,0.5,python,1638818025142,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2540012,215761,Intel(R) Xeon(R) Processor @ 2.50GHz,63,345,0,238,516848,44,0,4,187,43470,84,84,1638818025226,69073,0,1823075,176
2,0.5,python,1638818026227,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2536416,221955,Intel(R) Xeon(R) Processor @ 2.50GHz,63,354,0,244,517066,44,0,5,196,44036,194,195,1638818026422,69073,0,3095782,176
3,0.5,python,1638818027422,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2453336,247584,Intel(R) Xeon(R) Processor @ 2.50GHz,63,444,0,261,517189,45,0,5,197,44717,159,159,1638818027581,69073,0,3095782,176
4,0.5,python,1638818028582,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407144,264211,Intel(R) Xeon(R) Processor @ 2.50GHz,63,529,0,276,517322,45,0,5,197,45263,180,181,1638818028763,69073,0,3095782,176
5,0.5,python,1638818029764,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2386064,274760,Intel(R) Xeon(R) Processor @ 2.50GHz,63,631,0,283,517442,45,0,5,198,45794,160,160,1638818029924,69073,0,3095824,176
6,0.5,python,1638818030925,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2386328,280067,Intel(R) Xeon(R) Processor @ 2.50GHz,63,732,0,288,517564,45,0,5,198,46331,156,156,1638818031081,69073,0,3095824,176
7,0.5,python,1638818032083,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2377592,287537,Intel(R) Xeon(R) Processor @ 2.50GHz,63,835,0,294,517689,45,0,5,198,46849,174,175,1638818032258,69073,0,3095824,176
8,0.5,python,1638818033259,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2375900,293049,Intel(R) Xeon(R) Processor @ 2.50GHz,63,881,0,300,517853,45,0,5,198,47493,77,78,1638818033337,69073,0,3221016,176
9,0.5,python,1638818034338,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2369268,300366,Intel(R) Xeon(R) Processor @ 2.50GHz,63,883,0,308,518062,45,0,6,202,48149,110,110,1638818034448,69073,0,11379538,176
10,0.5,python,1638818035449,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365320,306418,Intel(R) Xeon(R) Processor @ 2.50GHz,63,965,0,315,518203,45,0,6,204,48701,173,173,1638818035622,69073,0,14355194,176
11,0.5,python,1638818036623,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2364896,311708,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1014,0,321,518362,45,0,6,204,49366,78,78,1638818036701,69073,0,14884778,176
12,0.5,python,1638818037702,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365992,317053,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1034,0,329,518563,45,0,7,204,50028,174,175,1638818037877,69073,0,25700425,176
13,0.5,python,1638818038878,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365280,322372,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1137,0,335,518687,45,0,7,204,50571,177,177,1638818039055,69073,0,25700425,176
14,0.5,python,1638818040057,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2364696,327654,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1148,0,341,518888,45,0,7,204,51414,79,79,1638818040136,69177,0,28506965,176
15,0.5,python,1638818041137,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365424,332983,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1204,0,348,519054,45,0,7,205,52033,165,165,1638818041302,69177,0,36934421,176
16,0.5,python,1638818042304,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2364416,338304,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1281,0,355,519186,45,0,7,206,52690,82,82,1638818042386,69177,0,37127863,176
17,0.5,python,1638818043392,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2366260,343624,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1292,0,361,519400,45,0,7,207,53410,185,185,1638818043577,69177,0,48278226,176
18,0.5,python,1638818044579,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365492,348932,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1399,0,368,519521,45,0,7,208,53994,182,182,1638818044761,69177,0,48278226,176
19,0.5,python,1638818045761,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365260,354226,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1429,0,374,519715,45,0,7,209,54628,174,175,1638818045936,69177,0,52187358,176
20,0.5,python,1638818046937,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2364640,359577,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1462,0,380,519894,45,0,7,210,55343,84,84,1638818047021,69177,0,52189314,176
21,0.5,python,1638818048021,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2364144,364889,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1463,0,388,520101,45,0,7,210,56012,83,83,1638818048104,69177,0,52415167,176
22,0.5,python,1638818049105,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359740,371343,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1476,0,396,520294,45,0,7,210,56656,81,81,1638818049186,69177,0,54499464,176
23,0.5,python,1638818050187,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360040,376669,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1478,0,401,520501,45,0,7,210,57301,80,80,1638818050267,69177,0,61461427,176
24,0.5,python,1638818051268,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360988,381989,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1550,0,409,520653,45,0,7,210,57864,192,193,1638818051461,69177,0,64485396,176
25,0.5,python,1638818052462,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359568,387309,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1617,0,414,520801,45,0,7,212,58492,78,78,1638818052540,69177,0,64551018,176
26,0.5,python,1638818053541,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358948,392612,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1618,0,421,521008,45,0,7,214,59187,80,80,1638818053621,69177,0,72841401,176
27,0.5,python,1638818054655,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359340,397944,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1690,0,430,521161,45,0,7,217,59784,182,182,1638818054837,69281,0,75894995,176
28,0.5,python,1638818055838,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359772,403249,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1757,0,436,521307,45,0,7,217,60436,79,79,1638818055917,69281,0,75895127,176
29,0.5,python,1638818056919,a12ceb0d-77e0-49fb-9240-7e584052663d,0,1638815437,AWS Lambda,2021/12/06/[$LATEST]5cb1f207639742acb092f3d530b75076,root_lambda,1769,us-east-1,,Linux 169.254.195.197 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360348,408540,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1760,0,442,521514,45,0,7,217,61147,77,77,1638818056996,69281,0,83999104,176
